seat_no,prn,centre,total_gradepoints,sgpi,status,year_of_admission,clg_id,gender,cgpa,marks_in_phy,marks_in_chem,marks_inmaths
5017013,2.02E+15,Thane,192,8.73,Successful ,2019,237,M,8.73,49,48,44
5017014,2.02E+15,Thane,0,0,Unsuccessful ,2019,237,M,0,46,45,40
5017015,2.02E+15,Thane,187,8.5,Successful ,2020,237,M,8.5,43,47,49
5017016,2.02E+15,Thane,0,0,Unsuccessful ,2019,237,F,0,44,48,36
5017017,2.02E+15,Thane,205,9.32,Successful ,2019,237,F,9.32,39,47,44
5017018,2.02E+15,Thane,173,7.86,Successful ,2020,237,M,7.86,35,46,42
5017019,2.02E+15,Thane,186,8.45,Successful ,2020,237,F,8.45,46,48,49
5017020,2.02E+15,Thane,169,7.68,Successful ,2019,237,M,7.68,36,50,36
5017021,2.02E+15,Thane,214,9.73,Successful ,2019,237,F,9.73,43,50,38
5017022,2.02E+15,Thane,181,8.23,Successful ,2019,237,M,8.23,50,49,44
5017023,2.02E+15,Thane,203,9.23,Successful ,2019,237,M,9.23,37,49,37
5235851,2.02E+15,Thane,0,0,Unsuccessful ,2019,237,M,0,45,48,44
5015577,2.02E+15,Mumbai,159,7.23,Successful ,2019,238,M,7.23,46,46,43
5015578,2.02E+15,Mumbai,169,7.68,Successful ,2020,238,F,7.68,47,49,48
5015579,2.02E+15,Mumbai,163,7.41,Successful ,2019,238,M,7.41,37,45,49
5015580,2.02E+15,Mumbai,182,8.27,Successful ,2020,238,F,8.27,49,47,40
5015581,2.02E+15,Mumbai,173,7.86,Successful ,2019,238,F,7.86,48,47,41
5015582,2.02E+15,Mumbai,187,8.5,Successful ,2019,238,F,8.5,47,46,47
5015583,2.02E+15,Mumbai,181,8.23,Successful ,2019,238,M,8.23,35,48,45
5015584,2.02E+15,Mumbai,193,8.77,Successful ,2019,238,M,8.77,41,46,43
5015585,2.02E+15,Mumbai,191,8.68,Successful ,2020,238,M,8.68,50,46,40
5015586,2.02E+15,Mumbai,181,8.23,Successful ,2020,238,M,8.23,42,45,43
5015587,2.02E+15,Mumbai,171,7.77,Successful ,2019,238,M,7.77,37,46,50
5015588,2.02E+15,Mumbai,0,0,Unsuccessful ,2016,238,M,0,38,45,44
5015589,2.02E+15,Mumbai,157,7.14,Successful ,2019,238,M,7.14,37,48,45
5015590,2.02E+15,Mumbai,183,8.32,Successful ,2019,238,M,8.32,40,48,45
5015591,2.02E+15,Mumbai,144,6.55,Successful ,2019,238,M,6.55,36,48,42
5015592,2.02E+15,Mumbai,197,8.95,Successful ,2020,238,F,8.95,44,48,42
5015593,2.02E+15,Mumbai,178,8.09,Successful ,2019,238,M,8.09,36,50,42
5015594,2.02E+15,Mumbai,165,7.5,Successful ,2019,238,F,7.5,43,46,42
5015595,2.02E+15,Mumbai,176,8,Successful ,2019,238,M,8,35,50,45
5015596,2.02E+15,Mumbai,176,8,Successful ,2019,238,M,8,37,45,50
5015597,2.02E+15,Mumbai,150,6.82,Successful ,2019,238,M,6.82,44,48,35
5015598,2.02E+15,Mumbai,171,7.77,Successful ,2019,238,M,7.77,40,50,50
5015599,2.02E+15,Mumbai,208,9.45,Successful ,2019,238,M,9.45,38,45,43
5015600,2.02E+15,Mumbai,184,8.36,Successful ,2019,238,M,8.36,46,47,47
5015601,2.02E+15,Mumbai,199,9.05,Successful ,2019,238,M,9.05,45,48,49
5015602,2.02E+15,Mumbai,151,6.86,Successful ,2019,238,M,6.86,35,45,39
5015603,2.02E+15,Mumbai,175,7.95,Successful ,2019,238,M,7.95,38,48,43
5015604,2.02E+15,Mumbai,192,8.73,Successful ,2019,238,M,8.73,45,46,46
5015605,2.02E+15,Mumbai,200,9.09,Successful ,2019,238,M,9.09,49,47,50
5015606,2.02E+15,Mumbai,0,0,Unsuccessful ,2019,238,F,0,43,49,39
5015607,2.02E+15,Mumbai,0,0,Unsuccessful ,2019,238,M,0,49,50,44
5015608,2.02E+15,Mumbai,196,8.91,Successful ,2019,238,M,8.91,46,48,39
5015609,2.02E+15,Mumbai,179,8.14,Successful ,2019,238,M,8.14,38,47,39
5015610,2.02E+15,Mumbai,174,7.91,Successful ,2019,238,F,7.91,35,50,45
5015611,2.02E+15,Mumbai,158,7.18,Successful ,2019,238,M,7.18,42,48,38
5015612,2.02E+15,Mumbai,0,0,Unsuccessful ,2019,238,M,0,39,45,38
5015613,2.02E+15,Mumbai,204,9.27,Successful ,2019,238,F,9.27,35,50,40
5015614,2.02E+15,Mumbai,202,9.18,Successful ,2019,238,M,9.18,36,47,46
5015615,2.02E+15,Mumbai,155,7.05,Successful ,2019,238,M,7.05,38,46,47
5015616,2.02E+15,Mumbai,186,8.45,Successful ,2019,238,M,8.45,47,47,35
5015617,2.02E+15,Mumbai,181,8.23,Successful ,2019,238,M,8.23,47,50,41
5015618,2.02E+15,Mumbai,174,7.91,Successful ,2019,238,F,7.91,48,46,39
5015619,2.02E+15,Mumbai,148,6.73,Successful ,2019,238,M,6.73,39,45,35
5015620,2.02E+15,Mumbai,162,7.36,Successful ,2019,238,M,7.36,36,50,47
5015621,2.02E+15,Mumbai,189,8.59,Successful ,2019,238,M,8.59,43,45,47
5015622,2.02E+15,Mumbai,170,7.73,Successful ,2019,238,M,7.73,42,48,43
5015623,2.02E+15,Mumbai,185,8.41,Successful ,2019,238,M,8.41,42,45,44
5015624,2.02E+15,Mumbai,158,7.18,Successful ,2017,238,M,7.18,47,47,39
5015625,2.02E+15,Mumbai,152,6.91,Successful ,2019,238,F,6.91,37,47,48
5015626,2.02E+15,Mumbai,179,8.14,Successful ,2019,238,M,8.14,44,47,35
5015627,2.02E+15,Mumbai,183,8.32,Successful ,2019,238,F,8.32,44,48,45
5015628,2.02E+15,Mumbai,157,7.14,Successful ,2019,238,M,7.14,46,49,42
5015629,2.02E+15,Mumbai,185,8.41,Successful ,2019,238,M,8.41,49,46,38
5015630,2.02E+15,Mumbai,0,0,RR ,2020,238,M,0,36,49,40
5015631,2.02E+15,Mumbai,194,8.82,Successful ,2020,238,M,8.82,45,46,49
5015632,2.02E+15,Mumbai,178,8.09,Successful ,2019,238,M,8.09,49,48,44
5015633,2.02E+15,Mumbai,191,8.68,Successful ,2019,238,M,8.68,49,48,47
5015634,2.02E+15,Mumbai,167,7.59,Successful ,2019,238,M,7.59,45,47,36
5015635,2.02E+15,Mumbai,205,9.32,Successful ,2019,238,F,9.32,37,50,39
5015636,2.02E+15,Mumbai,193,8.77,Successful ,2019,238,M,8.77,39,45,44
5015637,2.02E+15,Mumbai,181,8.23,Successful ,2019,238,M,8.23,35,48,35
5015638,2.02E+15,Mumbai,178,8.09,Successful ,2019,238,M,8.09,47,46,49
5015639,2.02E+15,Mumbai,148,6.73,Successful ,2019,238,M,6.73,44,47,49
5015640,2.02E+15,Mumbai,193,8.77,Successful ,2020,238,M,8.77,35,49,42
5015641,2.02E+15,Mumbai,174,7.91,Successful ,2019,238,M,7.91,37,46,41
5015642,2.02E+15,Mumbai,190,8.64,Successful ,2019,238,F,8.64,35,46,42
5015643,2.02E+15,Mumbai,163,7.41,Successful ,2020,238,M,7.41,36,45,41
5015644,2.02E+15,Mumbai,173,7.86,Successful ,2019,238,M,7.86,41,50,46
5015645,2.02E+15,Mumbai,193,8.77,Successful ,2019,238,M,8.77,50,50,49
5015646,2.02E+15,Mumbai,167,7.59,Successful ,2019,238,F,7.59,36,48,39
5015647,2.02E+15,Mumbai,176,8,Successful ,2019,238,M,8,50,48,39
5015648,2.02E+15,Mumbai,149,6.77,Successful ,2019,238,M,6.77,48,46,49
5015649,2.02E+15,Mumbai,147,6.68,Successful ,2019,238,M,6.68,47,45,37
5015650,2.02E+15,Mumbai,146,6.64,Successful ,2019,238,M,6.64,45,49,35
5015651,2.02E+15,Mumbai,189,8.59,Successful ,2019,238,M,8.59,47,50,47
5015652,2.02E+15,Mumbai,161,7.32,Successful ,2019,238,M,7.32,45,45,49
5015653,2.02E+15,Mumbai,193,8.77,Successful ,2019,238,F,8.77,43,48,39
5015654,2.02E+15,Mumbai,199,9.05,Successful ,2019,238,F,9.05,39,45,40
5015655,2.02E+15,Mumbai,192,8.73,Successful ,2019,238,M,8.73,45,48,40
5015656,2.02E+15,Mumbai,171,7.77,Successful ,2019,238,M,7.77,36,45,45
5015657,2.02E+15,Mumbai,183,8.32,Successful ,2019,238,M,8.32,48,48,38
5015658,2.02E+15,Mumbai,159,7.23,Successful ,2019,238,F,7.23,36,47,37
5015659,2.02E+15,Mumbai,167,7.59,Successful ,2019,238,F,7.59,42,49,50
5015660,2.02E+15,Mumbai,168,7.64,Successful ,2019,238,F,7.64,41,48,39
5015661,2.02E+15,Mumbai,145,6.59,Successful ,2019,238,M,6.59,36,46,48
5015662,2.02E+15,Mumbai,192,8.73,Successful ,2019,238,M,8.73,38,46,46
5015663,2.02E+15,Mumbai,183,8.32,Successful ,2019,238,M,8.32,45,48,49
5015664,2.02E+15,Mumbai,181,8.23,Successful ,2019,238,M,8.23,38,47,48
5015665,2.02E+15,Mumbai,199,9.05,Successful ,2019,238,M,9.05,50,49,44
5015666,2.02E+15,Mumbai,167,7.59,Successful ,2019,238,F,7.59,45,46,43
5015667,2.02E+15,Mumbai,205,9.32,Successful ,2019,238,M,9.32,45,47,43
5015668,2.02E+15,Mumbai,185,8.41,Successful ,2019,238,M,8.41,41,48,35
5015669,2.02E+15,Mumbai,188,8.55,Successful ,2019,238,F,8.55,50,50,48
5015670,2.02E+15,Mumbai,195,8.86,Successful ,2019,238,M,8.86,46,45,50
5015671,2.02E+15,Mumbai,144,6.55,Successful ,2019,238,M,6.55,43,45,44
5015672,2.02E+15,Mumbai,135,6.14,Successful ,2019,238,M,6.14,50,45,50
5015673,2.02E+15,Mumbai,145,6.59,Successful ,2019,238,F,6.59,39,49,50
5015674,2.02E+15,Mumbai,179,8.14,Successful ,2019,238,M,8.14,39,49,49
5015675,2.02E+15,Mumbai,0,0,Unsuccessful ,2019,238,M,0,47,47,40
5015676,2.02E+15,Mumbai,195,8.86,Successful ,2019,238,M,8.86,40,49,45
5015677,2.02E+15,Mumbai,193,8.77,Successful ,2019,238,M,8.77,47,50,45
5015678,2.02E+15,Mumbai,190,8.64,Successful ,2019,238,M,8.64,42,49,39
5015679,2.02E+15,Mumbai,168,7.64,Successful ,2019,238,M,7.64,46,46,50
5015680,2.02E+15,Mumbai,173,7.86,Successful ,2019,238,M,7.86,37,46,38
5015681,2.02E+15,Mumbai,163,7.41,Successful ,2019,238,M,7.41,40,50,40
5015682,2.02E+15,Mumbai,0,0,Unsuccessful ,2019,238,M,0,43,48,37
5015683,2.02E+15,Mumbai,172,7.82,Successful ,2019,238,F,7.82,45,47,35
5015684,2.02E+15,Mumbai,182,8.27,Successful ,2019,238,M,8.27,35,48,39
5015685,2.02E+15,Mumbai,176,8,Successful ,2019,238,F,8,41,46,45
5015686,2.02E+15,Mumbai,167,7.59,Successful ,2019,238,F,7.59,44,46,35
5015687,2.02E+15,Mumbai,175,7.95,Successful ,2019,238,M,7.95,48,50,38
5015688,2.02E+15,Mumbai,177,8.05,Successful ,2019,238,M,8.05,41,46,45
5015689,2.02E+15,Mumbai,189,8.59,Successful ,2019,238,M,8.59,40,47,45
5015690,2.02E+15,Mumbai,179,8.14,Successful ,2019,238,M,8.14,45,45,43
5015691,2.02E+15,Mumbai,217,9.86,Successful ,2019,238,M,9.86,39,49,39
5015692,2.02E+15,Mumbai,196,8.91,Successful ,2019,238,M,8.91,42,46,45
5015693,2.02E+15,Mumbai,0,0,RR ,2019,238,F,0,44,46,44
5015694,2.02E+15,Mumbai,163,7.41,Successful ,2019,238,M,7.41,38,48,39
5015695,2.02E+15,Mumbai,0,0,RR ,2019,238,F,0,44,49,47
5015696,2.02E+15,Mumbai,178,8.09,Successful ,2019,238,M,8.09,44,48,46
5015697,2.02E+15,Mumbai,168,7.64,Successful ,2020,238,M,7.64,46,46,42
5015698,2.02E+15,Mumbai,178,8.09,Successful ,2019,238,M,8.09,40,45,46
5015699,2.02E+15,Mumbai,163,7.41,Successful ,2019,238,F,7.41,39,45,39
5015700,2.02E+15,Mumbai,158,7.18,Successful ,2020,238,F,7.18,40,49,39
5015701,2.02E+15,Mumbai,187,8.5,Successful ,2019,238,F,8.5,45,46,41
5015702,2.02E+15,Mumbai,177,8.05,Successful ,2019,238,F,8.05,48,48,39
5015703,2.02E+15,Mumbai,165,7.5,Successful ,2019,238,M,7.5,47,49,44
5015704,2.02E+15,Mumbai,189,8.59,Successful ,2019,238,F,8.59,46,46,48
5015705,2.02E+15,Mumbai,156,7.09,Successful ,2019,238,M,7.09,41,45,43
5015706,2.02E+15,Mumbai,145,6.59,Successful ,2019,238,M,6.59,50,46,41
5015707,2.02E+15,Mumbai,184,8.36,Successful ,2019,238,F,8.36,40,50,49
5015708,2.02E+15,Mumbai,183,8.32,Successful ,2019,238,M,8.32,43,47,48
5015709,2.02E+15,Mumbai,187,8.5,Successful ,2019,238,M,8.5,43,50,45
5015710,2.02E+15,Mumbai,199,9.05,Successful ,2019,238,M,9.05,46,46,45
5015711,2.02E+15,Mumbai,191,8.68,Successful ,2019,238,M,8.68,44,46,38
5015712,2.02E+15,Mumbai,177,8.05,Successful ,2019,238,M,8.05,37,48,46
5015713,2.02E+15,Mumbai,147,6.68,Successful ,2019,238,M,6.68,47,49,35
5015714,2.02E+15,Mumbai,184,8.36,Successful ,2019,238,M,8.36,44,48,45
5015715,2.02E+15,Mumbai,172,7.82,Successful ,2019,238,M,7.82,45,45,46
5015716,2.02E+15,Mumbai,178,8.09,Successful ,2019,238,F,8.09,50,46,50
5015717,2.02E+15,Mumbai,161,7.32,Successful ,2020,238,M,7.32,44,46,47
5015718,2.02E+15,Mumbai,192,8.73,Successful ,2019,238,M,8.73,42,49,48
5015719,2.02E+15,Mumbai,167,7.59,Successful ,2019,238,M,7.59,46,45,43
5015720,2.02E+15,Mumbai,205,9.32,Successful ,2020,238,F,9.32,45,48,46
5015721,2.02E+15,Mumbai,156,7.09,Successful ,2019,238,M,7.09,42,48,47
5015722,2.02E+15,Mumbai,134,6.09,Successful ,2019,238,M,6.09,38,48,42
5015723,2.02E+15,Mumbai,157,7.14,Successful ,2019,238,F,7.14,40,50,44
5015724,2.02E+15,Mumbai,199,9.05,Successful ,2019,238,M,9.05,39,50,48
5015725,2.02E+15,Mumbai,178,8.09,Successful ,2019,238,F,8.09,50,45,48
5015726,2.02E+15,Mumbai,140,6.36,Successful ,2019,238,M,6.36,47,47,37
5015727,2.02E+15,Mumbai,196,8.91,Successful ,2020,238,F,8.91,38,47,47
5015728,2.02E+15,Mumbai,177,8.05,Successful ,2019,238,M,8.05,42,45,43
5015729,2.02E+15,Mumbai,194,8.82,Successful ,2019,238,F,8.82,46,46,49
5015730,2.02E+15,Mumbai,171,7.77,Successful ,2019,238,M,7.77,36,46,36
5015731,2.02E+15,Mumbai,181,8.23,Successful ,2019,238,M,8.23,46,50,48
5015732,2.02E+15,Mumbai,173,7.86,Successful ,2019,238,M,7.86,38,47,46
5015733,2.02E+15,Mumbai,179,8.14,Successful ,2019,238,F,8.14,43,47,45
5015734,2.02E+15,Mumbai,169,7.68,Successful ,2020,238,F,7.68,35,50,44
5015735,2.02E+15,Mumbai,169,7.68,Successful ,2019,238,M,7.68,36,46,47
5015736,2.02E+15,Mumbai,163,7.41,Successful ,2019,238,M,7.41,40,48,39
5015737,2.02E+15,Mumbai,156,7.09,Successful ,2019,238,M,7.09,35,49,39
5015738,2.02E+15,Mumbai,140,6.36,Successful ,2019,238,M,6.36,38,50,35
5015739,2.02E+15,Mumbai,167,7.59,Successful ,2019,238,M,7.59,39,45,46
5015740,2.02E+15,Mumbai,148,6.73,Successful ,2019,238,M,6.73,37,50,41
5015741,2.02E+15,Mumbai,167,7.59,Successful ,2020,238,M,7.59,37,48,39
5015742,2.02E+15,Mumbai,185,8.41,Successful ,2019,238,F,8.41,42,46,45
5015743,2.02E+15,Mumbai,166,7.55,Successful ,2019,238,M,7.55,39,46,41
5015744,2.02E+15,Mumbai,170,7.73,Successful ,2019,238,F,7.73,50,50,36
5015745,2.02E+15,Mumbai,161,7.32,Successful ,2020,238,M,7.32,36,50,49
5015746,2.02E+15,Mumbai,196,8.91,Successful ,2019,238,M,8.91,40,50,39
5015747,2.02E+15,Mumbai,187,8.5,Successful ,2019,238,M,8.5,45,45,35
5015748,2.02E+15,Mumbai,177,8.05,Successful ,2019,238,F,8.05,42,49,44
5015749,2.02E+15,Mumbai,178,8.09,Successful ,2019,238,M,8.09,50,46,45
5015750,2.02E+15,Mumbai,193,8.77,Successful ,2019,238,M,8.77,42,47,48
5015751,2.02E+15,Mumbai,170,7.73,Successful ,2020,238,F,7.73,41,46,36
5015752,2.02E+15,Mumbai,165,7.5,Successful ,2019,238,F,7.5,47,45,49
5015753,2.02E+15,Mumbai,155,7.05,Successful ,2019,238,F,7.05,40,46,42
5015754,2.02E+15,Mumbai,171,7.77,Successful ,2019,238,M,7.77,43,45,49
5015755,2.02E+15,Mumbai,158,7.18,Successful ,2020,238,M,7.18,36,45,36
5015756,2.02E+15,Mumbai,169,7.68,Successful ,2019,238,M,7.68,41,45,42
5015757,2.02E+15,Mumbai,144,6.55,Successful ,2019,238,M,6.55,39,49,38
5015758,2.02E+15,Mumbai,172,7.82,Successful ,2020,238,M,7.82,39,49,38
5015759,2.02E+15,Mumbai,156,7.09,Successful ,2019,238,F,7.09,49,50,44
5015760,2.02E+15,Mumbai,172,7.82,Successful ,2019,238,M,7.82,40,47,42
5015761,2.02E+15,Mumbai,175,7.95,Successful ,2019,238,M,7.95,46,49,41
5015762,2.02E+15,Mumbai,201,9.14,Successful ,2019,238,M,9.14,41,49,43
5015763,2.02E+15,Mumbai,165,7.5,Successful ,2019,238,M,7.5,42,50,37
5015764,2.02E+15,Mumbai,160,7.27,Successful ,2019,238,M,7.27,45,50,40
5015765,2.02E+15,Mumbai,163,7.41,Successful ,2019,238,M,7.41,49,50,45
5015766,2.02E+15,Mumbai,153,6.95,Successful ,2019,238,F,6.95,49,49,37
5015767,2.02E+15,Mumbai,210,9.55,Successful ,2019,238,M,9.55,35,49,42
5015768,2.02E+15,Mumbai,165,7.5,Successful ,2019,238,F,7.5,49,48,49
5015769,2.02E+15,Mumbai,161,7.32,Successful ,2019,238,M,7.32,38,47,48
5015770,2.02E+15,Mumbai,206,9.36,Successful ,2019,238,M,9.36,43,46,35
5015771,2.02E+15,Mumbai,191,8.68,Successful ,2019,238,F,8.68,47,45,38
5015772,2.02E+15,Mumbai,160,7.27,Successful ,2019,238,M,7.27,41,45,38
5015773,2.02E+15,Mumbai,173,7.86,Successful ,2019,238,M,7.86,35,49,50
5015774,2.02E+15,Mumbai,189,8.59,Successful ,2019,238,M,8.59,41,50,39
5015775,2.02E+15,Mumbai,176,8,Successful ,2019,238,M,8,39,45,40
5015776,2.02E+15,Mumbai,164,7.45,Successful ,2019,238,M,7.45,39,47,48
5015777,2.02E+15,Mumbai,174,7.91,Successful ,2019,238,M,7.91,37,49,35
5015778,2.02E+15,Mumbai,178,8.09,Successful ,2019,238,M,8.09,47,50,48
5015779,2.02E+15,Mumbai,169,7.68,Successful ,2019,238,M,7.68,37,49,39
5015780,2.02E+15,Mumbai,177,8.05,Successful ,2019,238,M,8.05,37,48,49
5015781,2.02E+15,Mumbai,171,7.77,Successful ,2019,238,M,7.77,38,45,46
5015782,2.02E+15,Mumbai,170,7.73,Successful ,2021,238,M,7.73,37,47,42
5015783,2.02E+15,Mumbai,0,0,Unsuccessful ,2019,238,M,0,49,50,45
5201612,2.02E+15,Mumbai,144,6.55,Successful ,2019,356,M,6.55,47,50,39
5201613,2.02E+15,Mumbai,163,7.41,Successful ,2019,356,M,7.41,36,47,41
5201614,2.02E+15,Mumbai,148,6.73,Successful ,2019,356,M,6.73,39,46,35
5201615,2.02E+15,Mumbai,151,6.86,Successful ,2019,356,F,6.86,45,45,37
5201616,2.02E+15,Mumbai,168,7.64,Successful ,2019,356,M,7.64,40,49,44
5201617,2.02E+15,Mumbai,142,6.45,Successful ,2019,356,M,6.45,35,49,43
5201618,2.02E+15,Mumbai,148,6.73,Successful ,2019,356,F,6.73,40,47,36
5201619,2.02E+15,Mumbai,178,8.09,Successful ,2019,356,M,8.09,35,50,43
5201620,2.02E+15,Mumbai,0,0,Unsuccessful ,2019,356,M,0,46,50,43
5201621,2.02E+15,Mumbai,175,7.95,Successful ,2019,356,M,7.95,40,46,39
5201622,2.02E+15,Mumbai,181,8.23,Successful ,2019,356,F,8.23,38,47,48
5201623,2.02E+15,Mumbai,152,6.91,Successful ,2019,356,M,6.91,45,48,47
5201624,2.02E+15,Mumbai,155,7.05,Successful ,2019,356,M,7.05,44,50,50
5201625,2.02E+15,Mumbai,199,9.05,Successful ,2019,356,F,9.05,35,45,45
5201626,2.02E+15,Mumbai,169,7.68,Successful ,2019,356,F,7.68,39,45,46
5201627,2.02E+15,Mumbai,151,6.86,Successful ,2019,356,M,6.86,49,47,49
5201628,2.02E+15,Mumbai,166,7.55,Successful ,2020,356,M,7.55,50,45,42
5201629,2.02E+15,Mumbai,166,7.55,Successful ,2020,356,M,7.55,49,49,35
5201630,2.02E+15,Mumbai,178,8.09,Successful ,2019,356,M,8.09,37,50,45
5201631,2.02E+15,Mumbai,160,7.27,Successful ,2020,356,M,7.27,50,46,47
5201632,2.02E+15,Mumbai,162,7.36,Successful ,2019,356,F,7.36,43,46,36
5201633,2.02E+15,Mumbai,0,0,RR ,2019,356,M,0,35,50,46
5201634,2.02E+15,Mumbai,0,0,Unsuccessful ,2019,356,M,0,47,48,39
5201635,2.02E+15,Mumbai,169,7.68,Successful ,2019,356,M,7.68,36,46,39
5201636,2.02E+15,Mumbai,144,6.55,Successful ,2019,356,M,6.55,43,50,50
5201637,2.02E+15,Mumbai,172,7.82,Successful ,2019,356,M,7.82,47,50,40
5201638,2.02E+15,Mumbai,184,8.36,Successful ,2019,356,M,8.36,38,45,48
5201639,2.02E+15,Mumbai,187,8.5,Successful ,2019,356,F,8.5,43,49,45
5201640,2.02E+15,Mumbai,172,7.82,Successful ,2019,356,M,7.82,35,50,39
5201641,2.02E+15,Mumbai,160,7.27,Successful ,2019,356,M,7.27,50,50,42
5201642,2.02E+15,Mumbai,163,7.41,Successful ,2020,356,M,7.41,38,46,38
5201643,2.02E+15,Mumbai,187,8.5,Successful ,2019,356,M,8.5,47,49,45
5201644,2.02E+15,Mumbai,160,7.27,Successful ,2020,356,F,7.27,41,45,40
5201645,2.02E+15,Mumbai,0,0,Unsuccessful ,2019,356,M,0,43,46,37
5201646,2.02E+15,Mumbai,184,8.36,Successful ,2019,356,M,8.36,50,49,49
5201647,2.02E+15,Mumbai,151,6.86,Successful ,2017,356,F,6.86,45,45,48
5201648,2.02E+15,Mumbai,190,8.64,Successful ,2019,356,M,8.64,46,49,35
5201649,2.02E+15,Mumbai,166,7.55,Successful ,2020,356,F,7.55,40,50,50
5201650,2.02E+15,Mumbai,150,6.82,Successful ,2019,356,M,6.82,37,46,36
5201651,2.02E+15,Mumbai,175,7.95,Successful ,2020,356,M,7.95,42,48,45
5201652,2.02E+15,Mumbai,169,7.68,Successful ,2019,356,M,7.68,49,46,47
5201653,2.02E+15,Mumbai,184,8.36,Successful ,2020,356,F,8.36,41,47,35
5201654,2.02E+15,Mumbai,131,5.95,Successful ,2018,356,M,5.95,50,50,44
5201655,2.02E+15,Mumbai,160,7.27,Successful ,2019,356,F,7.27,50,50,41
5201656,2.02E+15,Mumbai,166,7.55,Successful ,2019,356,F,7.55,35,48,35
5201657,2.02E+15,Mumbai,169,7.68,Successful ,2019,356,M,7.68,45,45,42
5201658,2.02E+15,Mumbai,187,8.5,Successful ,2019,356,M,8.5,44,49,44
5201659,2.02E+15,Mumbai,196,8.91,Successful ,2019,356,M,8.91,38,45,38
5201660,2.02E+15,Mumbai,145,6.59,Successful ,2019,356,M,6.59,47,48,46
5201661,2.02E+15,Mumbai,160,7.27,Successful ,2020,356,M,7.27,38,45,39
5201662,2.02E+15,Mumbai,178,8.09,Successful ,2019,356,M,8.09,50,50,47
5201663,2.02E+15,Mumbai,175,7.95,Successful ,2019,356,M,7.95,36,49,42
5201664,2.02E+15,Mumbai,0,0,Unsuccessful ,2019,356,M,0,38,47,45
5201665,2.02E+15,Mumbai,178,8.09,Successful ,2019,356,M,8.09,47,46,45
5201666,2.02E+15,Mumbai,158,7.18,Successful ,2019,356,M,7.18,38,47,48
5201667,2.02E+15,Mumbai,172,7.82,Successful ,2020,356,F,7.82,46,50,46
5201668,2.02E+15,Mumbai,178,8.09,Successful ,2020,356,F,8.09,50,46,36
5201669,2.02E+15,Mumbai,156,7.09,Successful ,2019,356,M,7.09,40,48,42
5201670,2.02E+15,Mumbai,178,8.09,Successful ,2019,356,M,8.09,44,45,50
5201671,2.02E+15,Mumbai,166,7.55,Successful ,2019,356,M,7.55,41,47,46
5201672,2.02E+15,Mumbai,190,8.64,Successful ,2019,356,M,8.64,43,48,43
5201674,2.02E+15,Mumbai,166,7.55,Successful ,2019,356,M,7.55,36,50,38
5201675,2.02E+15,Mumbai,172,7.82,Successful ,2019,356,M,7.82,48,50,45
5201676,2.02E+15,Mumbai,0,0,RR ,2019,356,M,0,49,50,37
5201677,2.02E+15,Mumbai,154,7,Successful ,2019,356,M,7,38,47,42
5201678,2.02E+15,Mumbai,175,7.95,Successful ,2020,356,M,7.95,44,48,49
5201679,2.02E+15,Mumbai,178,8.09,Successful ,2019,356,F,8.09,41,48,35
5201680,2.02E+15,Mumbai,175,7.95,Successful ,2019,356,F,7.95,38,49,37
5201681,2.02E+15,Mumbai,175,7.95,Successful ,2019,356,F,7.95,42,49,43
5201682,2.02E+15,Mumbai,154,7,Successful ,2020,356,M,7,41,50,46
5201683,2.02E+15,Mumbai,193,8.77,Successful ,2019,356,F,8.77,35,50,35
5201684,2.02E+15,Mumbai,169,7.68,Successful ,2019,356,M,7.68,37,50,47
5201685,2.02E+15,Mumbai,148,6.73,Successful ,2019,356,M,6.73,42,48,42
5201686,2.02E+15,Mumbai,144,6.55,Successful ,2019,356,M,6.55,35,49,50
5201687,2.02E+15,Mumbai,187,8.5,Successful ,2019,356,F,8.5,41,48,38
5201688,2.02E+15,Mumbai,152,6.91,Successful ,2019,356,M,6.91,44,48,35
5201689,2.02E+15,Mumbai,156,7.09,Successful ,2019,356,M,7.09,50,46,43
5201690,2.02E+15,Mumbai,175,7.95,Successful ,2019,356,M,7.95,46,45,50
5201691,2.02E+15,Mumbai,160,7.27,Successful ,2019,356,F,7.27,43,45,35
5201692,2.02E+15,Mumbai,175,7.95,Successful ,2019,356,M,7.95,37,49,45
5201693,2.02E+15,Mumbai,0,0,Unsuccessful ,2019,356,M,0,38,45,41
5201694,2.02E+15,Mumbai,0,0,Unsuccessful ,2020,356,F,0,45,48,39
5201695,2.02E+15,Mumbai,166,7.55,Successful ,2019,356,F,7.55,50,45,37
5201696,2.02E+15,Mumbai,166,7.55,Successful ,2019,356,M,7.55,38,49,37
5201697,2.02E+15,Mumbai,166,7.55,Successful ,2019,356,M,7.55,49,47,37
5201698,2.02E+15,Mumbai,181,8.23,Successful ,2019,356,M,8.23,35,48,47
5201699,2.02E+15,Mumbai,0,0,Unsuccessful ,2019,356,M,0,49,48,41
5201700,2.02E+15,Mumbai,149,6.77,Successful ,2020,356,F,6.77,37,50,44
5201701,2.02E+15,Mumbai,184,8.36,Successful ,2019,356,M,8.36,40,49,45
5201702,2.02E+15,Mumbai,184,8.36,Successful ,2019,356,M,8.36,36,48,43
5201703,2.02E+15,Mumbai,154,7,Successful ,2019,356,M,7,40,48,44
5201704,2.02E+15,Mumbai,169,7.68,Successful ,2019,356,M,7.68,49,47,43
